id,bank,category,person,format,difficulty,question,tags
C0044,companions,Companions (Sahaba),,true_false,2,Reflect on who can be counted among the Companions and why definitions matter from a evidence-based angle. Answer in 3 bullet points.,"['sahaba', 'early_islam', 'hadith', 'history']"
C0045,companions,Companions (Sahaba),,short_answer,4,What would spiritual success look like if your community applied lessons from how the Companions approached non-Muslim neighbors this month? Include 1 relevant Qur'anic or historical anchor (no need for exact citation).,"['sahaba', 'early_islam', 'hadith', 'history']"
C0046,companions,Companions (Sahaba),,free_response,4,Make a short-answer quiz item about youth Companions and early responsibility for beginners. Give 1 example and 1 counterexample.,"['sahaba', 'early_islam', 'hadith', 'history']"
C0047,companions,Companions (Sahaba),,free_response,1,Compare Muhajirun vs community leaders in how each contributed to who can be counted among the Companions and why definitions matter. Answer in 3 bullet points.,"['sahaba', 'early_islam', 'hadith', 'history']"
C0048,companions,Companions (Sahaba),,true_false,1,Compare commanders vs Badriyyun in how each contributed to memorization culture and oral transmission. Answer in 4-6 sentences.,"['sahaba', 'early_islam', 'hadith', 'history']"
C0049,companions,Companions (Sahaba),,scenario,5,"Give 2 reasons why economic ethics: trade, honesty, and contracts mattered for preserving Islam's teachings and community. Answer in 4-6 sentences.","['sahaba', 'early_islam', 'hadith', 'history']"
C0050,companions,Companions (Sahaba),,free_response,5,Create a short scenario about environmental stewardship and avoiding waste and ask learners what the best response is. Give 1 example and 1 counterexample.,"['sahaba', 'early_islam', 'hadith', 'history']"
C0051,companions,Companions (Sahaba),,free_response,5,What would evidence-based success look like if your community applied lessons from who can be counted among the Companions and why definitions matter this month? Give 2 examples.,"['sahaba', 'early_islam', 'hadith', 'history']"
C0052,companions,Companions (Sahaba),,free_response,5,What is one misconception about the role of Companions in transmitting Qur'anic context (asbab al-nuzul)? Write a 'spot the error' prompt to correct it. Explain your reasoning step-by-step.,"['sahaba', 'early_islam', 'hadith', 'history']"
C0053,companions,Companions (Sahaba),,scenario,3,Give 2 reasons why the ethics of learning and teaching hadith mattered for preserving Islam's teachings and community. Answer in 3 bullet points.,"['sahaba', 'early_islam', 'hadith', 'history']"
C0054,companions,Companions (Sahaba),,multiple_choice,4,Write a multiple-choice question about the definition of a Companion (Sahabi) in hadith terminology (do not provide the answer). Keep it beginner-friendly.,"['sahaba', 'early_islam', 'hadith', 'history']"
C0055,companions,Companions (Sahaba),,scenario,5,Write a reflection prompt connecting how Companions served as judges and mediators to patience (sabr). Give 1 example and 1 counterexample.,"['sahaba', 'early_islam', 'hadith', 'history']"
C0056,companions,Companions (Sahaba),,multiple_choice,2,How does managing anger and conflict in families relate to the reliability of hadith transmission? Give 1 example and 1 counterexample.,"['sahaba', 'early_islam', 'hadith', 'history']"
C0057,companions,Companions (Sahaba),,scenario,5,Compare messengers vs caregivers in how each contributed to how the Companions balanced worship and work. Make it suitable for advanced learners.,"['sahaba', 'early_islam', 'hadith', 'history']"
C0058,companions,Companions (Sahaba),,true_false,2,"Turn how Companions handled mistakes and repentance into a 2-step reasoning question (Step 1 identify, Step 2 justify). Answer in 4-6 sentences.","['sahaba', 'early_islam', 'hadith', 'history']"
C0059,companions,Companions (Sahaba),,scenario,1,"Explain how isnad protects against misinformation, using social justice, charity, and caring for the vulnerable as the example context. Give 1 example and 1 counterexample.","['sahaba', 'early_islam', 'hadith', 'history']"
C0060,companions,Companions (Sahaba),,scenario,2,Make a short-answer quiz item about public speaking and conveying knowledge responsibly for beginners. Make it suitable for advanced learners.,"['sahaba', 'early_islam', 'hadith', 'history']"
C0061,companions,Companions (Sahaba),,multiple_choice,2,Evaluate the role of Companions in transmitting Qur'anic context (asbab al-nuzul) from a community-building angle. Answer in 3 bullet points.,"['sahaba', 'early_islam', 'hadith', 'history']"
C0062,companions,Companions (Sahaba),,true_false,5,How does adab (ethics) in disagreement among believers relate to the reliability of hadith transmission? Include 1 relevant Qur'anic or historical anchor (no need for exact citation).,"['sahaba', 'early_islam', 'hadith', 'history']"
C0063,companions,Companions (Sahaba),,true_false,3,"Turn public speaking and conveying knowledge responsibly into a 2-step reasoning question (Step 1 identify, Step 2 justify). Include 1 relevant Qur'anic or historical anchor (no need for exact citation).","['sahaba', 'early_islam', 'hadith', 'history']"
C0064,companions,Companions (Sahaba),,free_response,5,List 3 virtues the Companions modeled in women Companions and their contributions. Include 1 relevant Qur'anic or historical anchor (no need for exact citation).,"['sahaba', 'early_islam', 'hadith', 'history']"
C0065,companions,Companions (Sahaba),,scenario,5,Write a reflection prompt connecting rights of neighbors and community cohesion to sincerity (ikhlas). Give 1 example and 1 counterexample.,"['sahaba', 'early_islam', 'hadith', 'history']"
C0066,companions,Companions (Sahaba),,multiple_choice,2,What is one misconception about hospitality and caring for guests? Write a 'spot the error' prompt to correct it. Give 2 examples.,"['sahaba', 'early_islam', 'hadith', 'history']"
C0067,companions,Companions (Sahaba),,scenario,3,What questions would you ask to verify a claim about women Companions and their contributions? Use a conflict-resolution lens. Answer in 1-2 sentences.,"['sahaba', 'early_islam', 'hadith', 'history']"
C0068,companions,Companions (Sahaba),,multiple_choice,4,Describe the role of Companions in transmitting Qur'anic context (asbab al-nuzul) from a community-building angle. Explain your reasoning step-by-step.,"['sahaba', 'early_islam', 'hadith', 'history']"
C0069,companions,Companions (Sahaba),,free_response,1,"If a social media post claims something about da'wah methods used by early Muslims, how would you respond without being combative? Make it suitable for advanced learners.","['sahaba', 'early_islam', 'hadith', 'history']"
C0070,companions,Companions (Sahaba),,short_answer,5,What questions would you ask to verify a claim about adab (ethics) in disagreement among believers? Use a ethical lens. Answer in 4-6 sentences.,"['sahaba', 'early_islam', 'hadith', 'history']"
C0071,companions,Companions (Sahaba),,scenario,5,Make a short-answer quiz item about women Companions and their contributions for beginners. Explain your reasoning step-by-step.,"['sahaba', 'early_islam', 'hadith', 'history']"
C0072,companions,Companions (Sahaba),,scenario,4,Make a short-answer quiz item about scribes and written record-keeping for advanced learners. Give 1 example and 1 counterexample.,"['sahaba', 'early_islam', 'hadith', 'history']"
C0073,companions,Companions (Sahaba),,short_answer,3,Write a multiple-choice question about women Companions and their contributions (do not provide the answer). Give 2 examples.,"['sahaba', 'early_islam', 'hadith', 'history']"
C0074,companions,Companions (Sahaba),,short_answer,1,Write a reflection prompt connecting how Companions handled mistakes and repentance to trust (tawakkul). Answer in 3 bullet points.,"['sahaba', 'early_islam', 'hadith', 'history']"
C0075,companions,Companions (Sahaba),,multiple_choice,3,What questions would you ask to verify a claim about truthfulness and trust (amana) in public life? Use a evidence-based lens. Give 2 examples.,"['sahaba', 'early_islam', 'hadith', 'history']"
C0076,companions,Companions (Sahaba),,scenario,2,Compare Ansar vs traders in how each contributed to the role of Companions in transmitting Qur'anic context (asbab al-nuzul). Give 1 example and 1 counterexample.,"['sahaba', 'early_islam', 'hadith', 'history']"
C0077,companions,Companions (Sahaba),,short_answer,1,"Write a true/false prompt about migration, sacrifice, and prioritizing values (do not provide the answer). Give 1 example and 1 counterexample.","['sahaba', 'early_islam', 'hadith', 'history']"
C0078,companions,Companions (Sahaba),,true_false,1,How does the pledge(s) of al-'Aqabah and community commitments relate to the reliability of hadith transmission? Give 1 example and 1 counterexample.,"['sahaba', 'early_islam', 'hadith', 'history']"
C0079,companions,Companions (Sahaba),,scenario,4,"If a social media post claims something about learning, teaching, and seeking knowledge, how would you respond without being combative? Include a warning about a common misconception.","['sahaba', 'early_islam', 'hadith', 'history']"
C0080,companions,Companions (Sahaba),,multiple_choice,1,"Turn conflict resolution and reconciliation into a 2-step reasoning question (Step 1 identify, Step 2 justify). Explain your reasoning step-by-step.","['sahaba', 'early_islam', 'hadith', 'history']"
C0081,companions,Companions (Sahaba),,free_response,2,"If a social media post claims something about the Battle of Uhud and lessons learned, how would you respond without being combative? Explain your reasoning step-by-step.","['sahaba', 'early_islam', 'hadith', 'history']"
C0082,companions,Companions (Sahaba),,true_false,4,Create a short scenario about da'wah methods used by early Muslims and ask learners what the best response is. Explain your reasoning step-by-step.,"['sahaba', 'early_islam', 'hadith', 'history']"
C0083,companions,Companions (Sahaba),,short_answer,3,"Turn the Battle of Uhud and lessons learned into a 2-step reasoning question (Step 1 identify, Step 2 justify). Answer in 3 bullet points.","['sahaba', 'early_islam', 'hadith', 'history']"
C0084,companions,Companions (Sahaba),,free_response,4,What would community-building success look like if your community applied lessons from truthfulness and trust (amana) in public life this month? Include a warning about a common misconception.,"['sahaba', 'early_islam', 'hadith', 'history']"
C0085,companions,Companions (Sahaba),,free_response,5,What would educational success look like if your community applied lessons from the Battle of Uhud and lessons learned this month? Include a warning about a common misconception.,"['sahaba', 'early_islam', 'hadith', 'history']"
